frbname,gwname,fix_lnb,relax_lnb,gwstat,ranking
FRB20190410A,190410_122105,0.5592296300455928,1.1660953471437097,-2.245161533355713,-2.8520272504538298
FRB20190617C,190617_231257,0.5149339716881514,4.566390297375619,1.1889491081237793,-2.8625072175636888
FRB20190519H,190519_153251,3.107385140145197,11.092527360189706,5.101327896118164,-2.8838143239263445
FRB20190701D,190701_205220,1.3580234739929438,2.068086288869381,-2.1743416786193848,-2.884404493495822
FRB20190618A,190618_114320,9.24960754008498,9.634936360409483,-2.509739875793457,-2.89506869611796
FRB20190617C,190617_231457,1.9221152956597507,2.6928602773696184,-2.135512113571167,-2.9062570952810347
FRB20190410B,190410_122910,2.0160711056087166,3.342903833370656,-1.5827257633209229,-2.9095584910828625
FRB20190415B,190415_190245,8.400319078937173,11.947570410557091,0.6375468373298645,-2.909704494290054
FRB20190701A,190701_075234,1.5322613918688148,1.809983054525219,-2.6333346366882324,-2.9110562993446365
FRB20190701A,190701_075042,0.8913034021388739,8.50864291144535,4.69675350189209,-2.9205860074143857
FRB20190604G,190604_231153,1.9571889713406565,1.796433225274086,-3.0877625942230225,-2.927006848156452
FRB20190609B,190609_164557,1.8144346631597728,3.7166161038912833,-1.0361520051956177,-2.938333445927128
FRB20190614C,190614_141140,-0.547180607682094,3.138176903827116,0.7446221113204956,-2.9407354001887143
FRB20190411B,190411_050016,0.1744068337138742,-0.2201171440538019,-3.338960647583008,-2.944436669815332
FRB20190604C,190604_201816,3.179214730858803,4.966930687427521,-1.1626460552215576,-2.950362011790276
FRB20190617B,190617_180522,0.0891196860466152,3.4168286556378007,0.3751884698867798,-2.9525204997044057
FRB20190601D,190601_205422,-0.38831348833628,-0.0328987801913172,-2.603988647460937,-2.9594033556059
FRB20190419A,190419_011726,1.1204738748492673,3.632264734595082,-0.4529486298561096,-2.964739489601924
FRB20190420A,190420_011602,-0.1911902572028339,1.2767556521575898,-1.506314992904663,-2.9742609022650868
FRB20190416A,190416_040608,2.3343124985694885,3.2184983047191054,-2.100120782852173,-2.9843065890017897
FRB20190601B,190601_163140,0.2637539859861135,0.1666562764439731,-3.106813430786133,-3.0097157212439924
FRB20190404A,190404_044207,0.797630354296416,0.5674640969373286,-3.240654945373535,-3.010488688014448
FRB20190531A,190531_051457,1.1407199485693127,2.6847442707512528,-1.4755640029907229,-3.0195883251726627
FRB20190607A,190607_163906,-1.246929181739688,0.3925412325188517,-1.382413625717163,-3.0218840399757028
FRB20190617C,190617_231411,0.0768285603262484,0.1694068969227373,-2.9323480129241943,-3.0249263495206837
FRB20190527A,190527_162849,0.356709235580638,0.7122442626859993,-2.6708364486694336,-3.026371475774795
FRB20190430C,190430_115245,-0.8072802578099072,0.4149000628385693,-1.814350962638855,-3.0365312832873315
FRB20190612A,190612_003620,-1.1513123735785484,0.5766439456492662,-1.3126239776611328,-3.0405802968889475
FRB20190604G,190604_231216,3.2500859946012497,5.585905909538269,-0.715440571308136,-3.051260486245156
FRB20190424A,190424_050519,2.7276751807658,4.206441788701341,-1.579664945602417,-3.0584315535379574
FRB20190613B,190613_185616,-0.4308932707644999,-0.2754297119099647,-2.9113385677337646,-3.0668021265883
FRB20190422B,190422_042938,-0.2434735111892223,0.8838695446029305,-1.9454866647720337,-3.0728297205641866
FRB20190609B,190609_164724,0.2853638736996799,6.8522411249578,3.490796089172364,-3.076081162085756
FRB20190411B,190411_050123,-1.3469838798046112,0.252373258350417,-1.4884823560714722,-3.0878394942265004
FRB20190630D,190630_225918,10.514648523181677,9.539759911596777,-4.068888187408447,-3.0939995758235472
FRB20190623C,190623_150908,-0.9799510166049004,0.072580482577905,-2.0500309467315674,-3.102562445914373
FRB20190701B,190701_095149,0.2586418148130178,-0.0509773679077625,-3.447021961212158,-3.137402778491378
FRB20190414B,190414_110429,0.498184316791594,1.1921583083458245,-2.4444501399993896,-3.13842413155362
FRB20190621D,190621_081402,6.199233809253201,10.813233284745364,1.4754489660263062,-3.138550509465857
FRB20190601A,190601_040611,-0.6111401757225394,0.3424987946636975,-2.1930408477783203,-3.146679818164557
FRB20190609A,190609_024722,0.7721016840077937,1.1569191017188132,-2.769030809402466,-3.1538482271134853
FRB20190612A,190612_003600,0.6375080272555351,1.055143998935819,-2.738323211669922,-3.1559591833502054
FRB20190426A,190426_012718,0.426379666198045,0.2363482143264264,-3.3470606803894043,-3.1570292285177857
FRB20190527C,190527_222412,4.816892600036226,4.606194325489923,-3.3830881118774414,-3.1723898373311386
FRB20190623B,190623_121744,3.2127670363988727,2.7282199433539063,-3.662341356277466,-3.1777942632325
FRB20190403F,190403_220623,1.3572222176007926,4.898993935901672,0.3544339537620544,-3.187337764538825
FRB20190412A,190412_105235,1.3088686377741396,1.956933931680396,-2.5409996509552,-3.1890649448614568
FRB20190613A,190613_074447,1.8280264621134847,9.166446741786784,4.149138450622559,-3.1892818290507403
FRB20190621D,190621_081320,-0.9560362410265952,5.773255767067894,3.517340660095215,-3.2119513479992747
FRB20190612C,190612_195736,0.1038952940143644,0.0685286871157586,-3.2886595726013184,-3.2532929657027125
FRB20190414B,190414_110340,1.0897142954636363,5.439524047076702,1.0923099517822266,-3.257499799830839
FRB20190412A,190412_105456,-0.8979919967241585,1.5923550468869507,-0.7776862382888794,-3.2680332818999887
FRB20190419B,190419_223657,0.5734815862961113,3.847877191146836,0.0029661059379577,-3.271429498912767
FRB20190623B,190623_121721,1.0542645549867302,1.1602608715184033,-3.178236484527588,-3.284232801059261
FRB20190519H,190519_153450,0.1736738835461437,6.996796521125361,3.5347900390625,-3.2883325985167176
FRB20190612B,190612_053157,4.112062676344067,10.9400093635777,3.526472568511963,-3.3014741187216696
FRB20190604D,190604_043241,-0.0666439980268478,0.572811171412468,-2.668119668960572,-3.3075748383998875
FRB20190531E,190531_162751,-1.1023318567313254,0.1767555943224579,-2.049023628234864,-3.328111079288647
FRB20190604G,190604_231100,4.500649884343147,4.135039828717709,-3.7538869380950928,-3.388276882469654
FRB20190605C,190605_021922,-0.3339671082794666,0.8843533452600241,-2.198250770568848,-3.416571224108339
FRB20190609B,190609_164627,-0.4902349322801456,1.5087070838781074,-1.424701452255249,-3.423643468413502
FRB20190623B,190623_121449,-1.5493023740127685,1.343382720137015,-0.5389817357063293,-3.4316668298561126
FRB20190607A,190607_163844,-0.9476577211171388,0.301033319439739,-2.191699743270874,-3.440390783827752
FRB20190627C,190627_072203,-0.552107397117652,3.8316661497810856,0.942019820213318,-3.44175372668542
FRB20190601A,190601_040552,-1.8500690194778144,1.3113580960780382,-0.2823473215103149,-3.443774437066168
